tweets,labels,predictions
"#7ம்அறிவு

A #Tamil fiction movie released during the start of this decade #2011 clearly predicted the Chinese PLA commies Bio War and how they spread the Corona Virus globally #2020

@ISRO @NASA @ChinaScience 
@PDChina @globaltimesnews @ChinaDaily @XHNews",A #Tamil fiction movie released during the start of this decade #2011 clearly predicted the Chinese PLA commies Bio War and how they spread the Corona Virus globally #2020.,#7ம்அறி
"Breaking: #Pakistan claims they have found the tablet which cures Corona Virus.

Later, #WHO clarified AK47 Goli is called bullet not tablet! 😂

#COVID19",#Pakistan claims they have found the tablet which cures Corona Virus.,#Pakistan claims they have found the tablet which cures Corona Virus.AK47 Goli
"John Lewis said about my inauguration, ""It will be the first one that I have missed."" WRONG (or lie)! He boycotted Bush 43 also because he… — Donald J. Trump (@realDonaldTrump) January 17, 2017","""It will be the first one that I have missed.","John Lewis said about my inauguration, ""It will be the first one that I have"
"@TimsRedPants @garethicke @blasphemybunny If you believe this virus is new. I think it has been around for at least a year, and loads of people are already immune to it. Lots of places in #Italy barely touched by Corona Virus. #Milan has lots of #Smog and loads of #5G",Lots of places in #Italy barely touched by Corona Virus.#Milan has lots of #Smog and loads of #5G.,"it has been around for at least a year, and loads of people are already immune"
"Trump wrongly suggests sunlight could help cure coronavirus
 https://t.co/2FIBPpc8ca Dr Dumb Ass needs to leave the medical advice to the real MD’s #COVID19 #moronvirus",Trump wrongly suggests sunlight could help cure coronavirus.,sunlight could help cure coronavirus.
"@JohnCornyn Sen Cornyn, we need an independent investigation about the origin of the #coronavirus. Is this deadly virus a bio weapon from #China?? If we do nth, people who died from the virus will not forgive us! China Virus",this deadly virus a bio weapon from #China.people who died from the virus will not forgive us.,"If we do nth, people who died from the virus will not forgive us."
"@RepSwalwell @realDonaldTrump This whole Russia thing is the Coronavirus of the Dems. Thankfully, the Reps are immune",the Reps are immune.,This whole Russia thing is the Coronavirus of the Dems.the Reps are
"No Shit Sherlock... I said this when the Chinese Virus19  #coronavirus was still only in China
In my prior Military/Healthcare Experienced Opinion the China Virus was and is a developed Bio Weapon that was Intentionally released &amp; Coordinated with the @WHO &amp; #Fauci #Gates #Pelosi",China Virus was and is a developed Bio Weapon that was Intentionally released.,#coronavirus was still only in China.In my prior Military/Health
"Ibuprofen and Aleve will not help #COVID19 Tylenol is safe
The only thing a pain suffer that once was on opiates can take after surgery Went off of opiates 2014 No cure for ♿️Neuropathy",Ibuprofen and Aleve will not help #COVID19.Tylenol is safe.,Ibuprofen and Aleve will not help #COVID19.T
"Polls are starting to look really bad for Obama. Looks like he will have to start a war or major conflict to win. do not put it past him! — Donald J. Trump (@realDonaldTrump) October 17, 2012",he will have to start a war or major conflict to win.,Polls are starting to look really bad for Obama.
"@MrLekanAdigun I am dying of laughter reading comments here.
Some wailers are now the news of CoronaVirus is fake. Most of them re wailing bcos their expectation was cut short.
This people never disappoint",Some wailers are now the news of CoronaVirus is fake.Most of them re wailing bcos their expectation was cut short.,CoronaVirus is fake.
"WELL LOOKIE LOOKIE!!!!!!!……Schumer, why is he still around? Why is the Media like LOOSERS from NBC CBS, WASHINGTON POST ETC not all over this? Schumer In Heidi Fleiss Black Book pic.twitter.com/gbksafvAVE — wildfire124@gmail.com (@wildfire124gma1) January 21, 2019","Media like LOOSERS from NBC CBS, WASHINGTON POST ETC not all over this.",Why is he still around.
The only way to cure the Corona Virus is to use the out of sight out of Mind Method,The only way to cure the Corona Virus is to use the out of sight out of Mind Method.,The only way to cure the Corona Virus is to use the out of sight out of
@POTUS @CNN @UN @FBI @IsraeliPM @NIA_India @adgpi @INTERPOL_HQ @GermanyUN   #coronavirus is #chinabio  terrorists bombs which are invisible. To loot Earth loot civilization loot resources kill-nuke #life with bio weapon. Why world is sitting as lame Duck.  7 billion people pain,#coronavirus is #chinabio  terrorists bombs.7 billion people pain.,#coronavirus is #chinabio  terrorists bombs which are invisible.
https://t.co/PfNwXsqITU  Ozone is a cure 😇 Calcium Hypochlorite Cures Disease 😇 Including COVID 19.. https://t.co/bakAkCTHNF 😇Swine flu cure 😇https://t.co/46updyPGxN 😇Brian Leonard Golightly Marshall ❤️ Covid 19 #injectingdisinfectant God always knows,Ozone is a cure.Calcium Hypochlorite Cures Disease 😇 Including COVID 19.,Ozone is a cure.
potus wanted everyone to know he was in close contact with gaetz and collins today both of whom were supposedly exposed to corona did he look worried at the presser no its a message,potus wanted everyone to know he was in close contact with gaetz and collins today both of whom were supposedly exposed to corona.,potus wanted everyone to know he was in close contact with gaetz and collins
"@tamilravi This seems to be a bioware.. 

Source of the virus china , it should know the consequences.. like communal spread.. china should lockdown its international passengers and quarantine them",This seems to be a bioware.Source of the virus china.,This seems to be a bioware.china should lockdown its international passengers and
RT @FreedomWatchUSA: $20 Trillion Lawsuit Against China! US Group Says Coronavirus Is Bioweapon,$20 Trillion Lawsuit Against China.US Group Says Coronavirus Is Bioweapon.,$20 Trillion Lawsuit Against China.US Group Says Coronavirus Is
"@10DowningStreet There was a company in Coventry on the news yesterday called Mirius who make a industrial detergent that kills Coronavirus. So could not schools,colleges, Public transport ect be cleaned with this product at weekends or non busy times to help the spread",a company in Coventry on the news yesterday called Mirius who make a industrial detergent that kills Coronavirus.,There was a company in Coventry on the news yesterday called Mirius who make a
continued lack of covid19 testing is a dereliction of duty by he knew since jan about the coronavirus what is particularly shameful is is using the artificially deflated numbers due to lack of testing to say the virus has been stopped it has not,he knew since jan about the coronavirus.,contin lack of covid19 testing is a dereliction of duty by he knew since
rwanda confirms 17 new covid19 cases bringing total to 36 9 travellers from dubai 3 travellers from kenya 3 travellers from usa 1 traveller from qatar 1 traveller from india 1 contact of a previous case,rwanda confirms 17 new covid19 cases bringing total to 36 9 travellers from dubai 3 travellers from kenya 3 travellers from usa 1 traveller from qatar 1 traveller from india.,rwanda confirms 17 new covid19 cases bringing total to 36 9 travellers from dub
#CORONAVIRUS IS A CHINESE BIO-WEAPON,#CORONAVIRUS IS A CHINESE BIO-WEAPON.,#CORONAVIRUS IS A CHINESE BIO-WEAPON
"Oprah’s solution to racism; Old white people “just have to die”. What a horribly divisive message. pic.twitter.com/NOtaft2xxf — Paul Joseph Watson (@PrisonPlanet) January 8, 2018",Old white people “just have to die.,Owens’s solution to racism; Old white people “just have
Lysol and Dettol manufacturer tells customers not to inject disinfectants as possible treatment for COVID-19 #lysol,Lysol and Dettol manufacturer tells customers not to inject disinfectants as possible treatment for COVID-19.,Lysol and Dettol manufacturer tells customers not to inject disinfectants as possible
"WHO FACT: Spraying or introducing bleach or another #disinfectant into your body whoWILL NOT protect you against #COVID19 and can be dangerous. #Lysol #Clorox Dont Drink Bleach #sarcastic 
#coronavirus Know The Facts",Spraying or introducing bleach or another #disinfectant into your body whoWILL NOT protect you against #COVID19.,Spraying or introducing bleach or another #disinfectant into your body whoWILL
